URL,Book,Text,hdr1,hdr2,tildeinfo,note,lines,metadata,data,region,stoich,sinistr,subregion,date,other_info_0,other_info_1,other_info_2,clean_text_conservative,clean_text_interpretive
/text/168027?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,134,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 134,NA,NA,8,"1



5


","[Αὐρήλιο]ς̣ Βάλης̣ καὶ
[ἡ σύμβιος] αὐτοῦ ∙ Αὐρ(ηλία) ∙
[— — κατεσ]κεύασαν
[τῷ γλυκυτάτῳ] υἱῷ ἑαυτῶν
[— — — — — —]ῳ ταύτην
[τὴν σορόν· ὃ]ς̣ ἂν κει-
[νήσῃ, δώσει τῷ] τ̣αμεί-
[ῳ 𐆖 —ʹ καὶ τῇ πόλει 𐆖 —ʹ].",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,ς Βάλης καὶ αὐτοῦ Αὐρ κεύασαν υἱῷ ἑαυτῶν ῳ ταύτην ς ἂν κει ταμεί,Αὐρήλιος Βάλης καὶ ἡ σύμβιος αὐτοῦ Αὐρηλία κατεσκεύασαν τῷ γλυκυτάτῳ υἱῷ ἑαυτῶν ῳ ταύτην τὴν σορόν ὃς ἂν κεινήσῃ δώσει τῷ ταμείῳ ʹ καὶ τῇ πόλει ʹ
/text/168028?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,134(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 134(2),NA,NA,2,"1
","[— — —δ]ωρος [— — — — —]
[— — — — — — — — — — —]",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,ωρος, δωρος
/text/168029?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,135,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 135,NA,NA,5,"



","Σεβῆρος Νικομή-
δους ζήσας κοσ-
μίως ἔτη ❦ ἑβδο-
μήκοντα. χε͂ρε,
παροδεῖτα.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Σεβῆρος Νικομήδους ζήσας κοσμίως ἔτη ἑβδομήκοντα χε͂ρε παροδεῖτα,Σεβῆρος Νικομήδους ζήσας κοσμίως ἔτη ἑβδομήκοντα χε͂ρε παροδεῖτα
/text/168030?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,135(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 135(2),NA,NA,4,"
1

","[— — — —]-
μωνος Σε-
ραπίωνος
χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,μωνος Σεραπίωνος χαῖρε,μωνος Σεραπίωνος χαῖρε
/text/168031?location=941&patt=&bookid=185&offset=190&count=3&bookid=185&location=941,IGBulg I²,136,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 136,NA,NA,6,"
1



5","[— — — — — —]
[— — — θυγ]-
άτηρ [— — —]-
δεντ[ου καὶ]
μήτηρ [Εὐ]-
σεβίο̣[υ].",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA, άτηρ δεντ μήτηρ σεβίο, θυγάτηρ δεντου καὶ μήτηρ Εὐσεβίου
/text/168032?location=941&patt=&bookid=185&offset=190&count=3&bookid=185&location=941,IGBulg I²,137,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 137,NA,NA,3,"1

","ϹΙΛ̣ΤΟΥΧ[— — —]
Μάρων Ζ[— — —]
χαῖρ[ε].",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,ϹΙΛΤΟΥΧ Μάρων Ζ χαῖρ,ϹΙΛΤΟΥΧ Μάρων Ζ χαῖρε
/text/168033?location=941&patt=&bookid=185&offset=190&count=3&bookid=185&location=941,IGBulg I²,138,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 138,NA,NA,3,"1

","[— — — — — κατε]σκεύασεν
[— — — — — — —]ωνίῳ Ἑρμαφ[ίλου]
[χαῖ]ρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,σκεύασεν ωνίῳ Ἑρμαφ ρε, κατεσκεύασεν ωνίῳ Ἑρμαφίλου χαῖρε
/text/168034?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,138(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 138(2),NA,NA,6,"
1



5","[— — — — — — — —]
[— — — — — — —]Ο̣Ν̣Ι̣
[— — — — — —] v ΦΑ v
[— — — — — χ]αίρετε.
[— — — — —]ς Διονυσί-
[ου — — —]ς χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA, ΟΝΙ v ΦΑ v αίρετε ς Διονυσίς χαῖρε, ΟΝΙ v ΦΑ v χαίρετε ς Διονυσίου ς χαῖρε
/text/168035?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,139,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 139,NA,NA,7,"1



5

","Διονύσιος Δη-
μοσθένου Ἡρα-
κλειώτης ζή-
σας ἔτη οʹ· παρο-
δίταις χέριν {²⁶χαίρειν}²⁶.
καὶ ἡ γυνὴ αὐ-
[τοῦ — — — —]",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Διονύσιος Δημοσθένου Ἡρακλειώτης ζήσας ἔτη οʹ παροδίταις χέριν καὶ ἡ γυνὴ αὐ,Διονύσιος Δημοσθένου Ἡρακλειώτης ζήσας ἔτη οʹ παροδίταις χαίρειν καὶ ἡ γυνὴ αὐτοῦ
/text/168036?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,139(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 139(2),NA,NA,6,"
1
1a
2

","[— — — —]
κ̣αὶ ἡ γυνὴ
❦   ❦
αὐτοῦ Φιλίσ-
στη Ζήνιδος
χαίρετε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA, καὶ ἡ γυνὴ αὐτοῦ Φιλίσστη Ζήνιδος χαίρετε, καὶ ἡ γυνὴ αὐτοῦ Φιλίσστη Ζήνιδος χαίρετε
/text/168037?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,140,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 140,NA,NA,6,"1



5
","Ἡ̣ρακλείδης
Σωκράτους̣
χαῖρε.
Σωκράτης
Ἡρακλείδου
χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἡρακλείδης Σωκράτους χαῖρε Σωκράτης Ἡρακλείδου χαῖρε,Ἡρακλείδης Σωκράτους χαῖρε Σωκράτης Ἡρακλείδου χαῖρε
/text/168038?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,140(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 140(2),NA,NA,5,"1



5","[Δ]ιονύσιος Ῥούφ̣ου
[κ]αὶ ἡ γυνὴ αὐτοῦ̣
[Το]υτα Διονυσίου̣
[θ]υγάτηρ.
χαίρετε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,ιονύσιος Ῥούφου αὶ ἡ γυνὴ αὐτοῦ υτα Διονυσίου υγάτηρ χαίρετε,Διονύσιος Ῥούφου καὶ ἡ γυνὴ αὐτοῦ Τουτα Διονυσίου θυγάτηρ χαίρετε
/text/168039?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,141,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 141,NA,NA,6,"1




5","Ἐλπὶς Ἀγαθ-
ίου, γυνὴ δὲ
Ἑρμᾶνος
ἀπελευθέρο[υ].
vacat
χαίρετε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἐλπὶς Ἀγαθίου γυνὴ δὲ Ἑρμᾶνος ἀπελευθέρο χαίρετε,Ἐλπὶς Ἀγαθίου γυνὴ δὲ Ἑρμᾶνος ἀπελευθέρου χαίρετε
/text/168040?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,141(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 141(2),NA,NA,6,"1



5
","[Χα]ρίδημος
[Μ]ενίπου {²⁶Μενίππου}²⁶
[κα]ὶ ἡ γυνὴ αὐ-
[τ]οῦ Βρακ̣η Γύ-
[λ]ωνος
[χ]αίρεται.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,ρίδημος ενίπου ὶ ἡ γυνὴ αὐοῦ Βρακη Γύωνος αίρεται,Χαρίδημος Μενίπου Μενίππου καὶ ἡ γυνὴ αὐτοῦ Βρακη Γύλωνος χαίρεται
/text/168041?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,142,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 142,NA,NA,4,"1


","Προμαθί-
ων Ξένω-
νος
χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Προμαθίων Ξένωνος χαῖρε,Προμαθίων Ξένωνος χαῖρε
/text/168042?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,142(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 142(2),NA,NA,3,"1

","Ἑλένη
Διονυσίου
χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἑλένη Διονυσίου χαῖρε,Ἑλένη Διονυσίου χαῖρε
/text/168043?location=941&patt=&bookid=185&offset=202&count=2&bookid=185&location=941,IGBulg I²,143,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 143,NA,NA,12,"a,front.1


b,back.1



5



","Ἀγα[θ]ήνωρ
Ἀρτεμιδώ-
ρου.
Ἀγαθήνωρ Ἀρ-
τεμιδώρου
καὶ ἡ γυνὴ αὐτοῦ
Ἀρέτη Ἕλληνος
θυγάτηρ καὶ
ὁ υἱὸς αὐτῶν
Ἕλλην Ἀγαθή-
νορος.
χα̣[ίρετε].",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἀγαήνωρ Ἀρτεμιδώρου Ἀγαθήνωρ Ἀρτεμιδώρου καὶ ἡ γυνὴ αὐτοῦ Ἀρέτη Ἕλληνος θυγάτηρ καὶ ὁ υἱὸς αὐτῶν Ἕλλην Ἀγαθήνορος χα,Ἀγαθήνωρ Ἀρτεμιδώρου Ἀγαθήνωρ Ἀρτεμιδώρου καὶ ἡ γυνὴ αὐτοῦ Ἀρέτη Ἕλληνος θυγάτηρ καὶ ὁ υἱὸς αὐτῶν Ἕλλην Ἀγαθήνορος χαίρετε
/text/168044?location=941&patt=&bookid=185&offset=202&count=2&bookid=185&location=941,IGBulg I²,144,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 144,NA,NA,7,"1



5

","Χρήστη Χρύσωνος
θυγάτηρ,
γυνὴ δὲ Φαινίπ-
που τοῦ Ἀπολ-
λ̣οφάνους
[Ἡρακλ]ε̣ῶ̣τις
[χαῖρε].",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Χρήστη Χρύσωνος θυγάτηρ γυνὴ δὲ Φαινίππου τοῦ Ἀπολλοφάνους εῶτις,Χρήστη Χρύσωνος θυγάτηρ γυνὴ δὲ Φαινίππου τοῦ Ἀπολλοφάνους Ἡρακλεῶτις χαῖρε
/text/168045?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,144(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 144(2),NA,NA,8,"1



5


","Ἀρτεμίδωρος Ζω[ΐ]-
λου ἀρχιερεὺς
καὶ ἡ γυνὴ αὐτοῦ
Απφη Ἀγαθήνορο[ς]
θυγάτηρ, γυνὴ δὲ
Ἀρτεμιδώρου
τοῦ Ζωΐλου
χ̣α̣ίρετε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἀρτεμίδωρος Ζωλου ἀρχιερεὺς καὶ ἡ γυνὴ αὐτοῦ Απφη Ἀγαθήνορο θυγάτηρ γυνὴ δὲ Ἀρτεμιδώρου τοῦ Ζωΐλου χαίρετε,Ἀρτεμίδωρος Ζωΐλου ἀρχιερεὺς καὶ ἡ γυνὴ αὐτοῦ Απφη Ἀγαθήνορος θυγάτηρ γυνὴ δὲ Ἀρτεμιδώρου τοῦ Ζωΐλου χαίρετε
/text/168046?location=941&patt=&bookid=185&offset=205&count=3&bookid=185&location=941,IGBulg I²,145,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 145,NA,NA,2,"above relief.1
","Σίμων Θεοτίδου ἥρως
χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Σίμων Θεοτίδου ἥρως χαῖρε,Σίμων Θεοτίδου ἥρως χαῖρε
/text/168047?location=941&patt=&bookid=185&offset=205&count=3&bookid=185&location=941,IGBulg I²,146,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 146,NA,NA,2,"above relief.1
","Ἀλέξανδρος Ἑστιαίου
χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἀλέξανδρος Ἑστιαίου χαῖρε,Ἀλέξανδρος Ἑστιαίου χαῖρε
/text/168048?location=941&patt=&bookid=185&offset=205&count=3&bookid=185&location=941,IGBulg I²,147,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 147,NA,NA,2,"above relief.1
","Ἀγαθήνωρ Ἀχιλλᾶ νεώ-
τερος  χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἀγαθήνωρ Ἀχιλλᾶ νεώτερος χαῖρε,Ἀγαθήνωρ Ἀχιλλᾶ νεώτερος χαῖρε
/text/168049?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,147(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 147(2),NA,NA,2,"above relief.1
","Χρυσέρως ∙ Ἀλεξάνδρου̣
Βυζάντιος ∙ ζήσας ∙ ἔτη ∙ κηʹ ∙ χαῖρε.",Odessus (Varna),NA,NA,cf. IGBulg V 5043,NA,NA,NA,NA,Χρυσέρως Ἀλεξάνδρου Βυζάντιος ζήσας ἔτη κηʹ χαῖρε,Χρυσέρως Ἀλεξάνδρου Βυζάντιος ζήσας ἔτη κηʹ χαῖρε
/text/168050?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,148,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 148,NA,NA,3,"below relief.1

","Ἑστιαῖος
Διοσκουριδίου {²sic}² χαῖρε.
Ιδιβλων.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἑστιαῖος Διοσκουριδίου χαῖρε Ιδιβλων,Ἑστιαῖος Διοσκουριδίου χαῖρε Ιδιβλων
/text/168051?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,149,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 149,NA,NA,2,"below relief.1
","Ἑστιαῖος Ἑστιαίου
χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἑστιαῖος Ἑστιαίου χαῖρε,Ἑστιαῖος Ἑστιαίου χαῖρε
/text/168052?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,150,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 150,NA,NA,3,"above relief.1

","Ἀσκληπιάδης Ἀπελλᾶ τοῦ Δημητρίου ἀρχιατρὸς
καὶ δημοφίλητος καὶ ἱερεὺς Θεοῦ Μεγάλου καὶ γυμνασίαρχος
καὶ ἀριστεὺς καὶ ἡ γυνὴ αὐτοῦ Αννι Νεικομήδους χαίρετε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἀσκληπιάδης Ἀπελλᾶ τοῦ Δημητρίου ἀρχιατρὸς καὶ δημοφίλητος καὶ ἱερεὺς Θεοῦ Μεγάλου καὶ γυμνασίαρχος καὶ ἀριστεὺς καὶ ἡ γυνὴ αὐτοῦ Αννι Νεικομήδους χαίρετε,Ἀσκληπιάδης Ἀπελλᾶ τοῦ Δημητρίου ἀρχιατρὸς καὶ δημοφίλητος καὶ ἱερεὺς Θεοῦ Μεγάλου καὶ γυμνασίαρχος καὶ ἀριστεὺς καὶ ἡ γυνὴ αὐτοῦ Αννι Νεικομήδους χαίρετε
/text/168053?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,151,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 151,NA,NA,3,"below relief.1

","Ἕλλην Ἰσοχρύσου vacat καὶ ἡ γυνὴ
αὐτοῦ Τουτα Δημονίκου
χαίρετε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἕλλην Ἰσοχρύσου καὶ ἡ γυνὴ αὐτοῦ Τουτα Δημονίκου χαίρετε,Ἕλλην Ἰσοχρύσου καὶ ἡ γυνὴ αὐτοῦ Τουτα Δημονίκου χαίρετε
/text/168054?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,152,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 152,NA,NA,2,"below relief.1
","[— — — — — —]
χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA, χαῖρε, χαῖρε
/text/168055?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,153,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 153,NA,NA,6,"below relief.1



5
","Ὕψα
Ἀθηναγόρου
θυγάτηρ,
Διονυσίου
γυνὴ
χαῖρε.",Odessus (Varna),NA,NA,2nd/1st c. BC,2nd/1st c. BC,NA,NA,NA,Ὕψα Ἀθηναγόρου θυγάτηρ Διονυσίου γυνὴ χαῖρε,Ὕψα Ἀθηναγόρου θυγάτηρ Διονυσίου γυνὴ χαῖρε
/text/168056?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,154,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 154,NA,NA,3,"below relief.1

","Σαρ̣κους Ἕλληνος θυγάτηρ,
γυνὴ δὲ Ἀριστοκλέους τοῦ Ζῆ-
νι vac. χαῖρε.",Odessus (Varna),NA,NA,2nd/1st c. BC,2nd/1st c. BC,NA,NA,NA,Σαρκους Ἕλληνος θυγάτηρ γυνὴ δὲ Ἀριστοκλέους τοῦ Ζῆνι χαῖρε,Σαρκους Ἕλληνος θυγάτηρ γυνὴ δὲ Ἀριστοκλέους τοῦ Ζῆνι χαῖρε
/text/168057?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,155,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 155,NA,NA,4,"above relief.1
below relief.2

","Λ vacat Ο vacat
[— — — — — — — — —]ρ
ι̣ο̣υν[— — — — — — —]
Δημ̣[ητ]ρ̣ίου χαῖρε.",Odessus (Varna),NA,NA,2nd/1st c. BC,2nd/1st c. BC,NA,NA,NA,Λ Ο ρ ιουν Δημρίου χαῖρε,Λ Ο ρ ιουν Δημητρίου χαῖρε
/text/168058?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,156,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 156,NA,NA,2,"below relief.1
","[Ἀγ]αθήνωρ Ἀγαθήνορος
χαῖρε.",Odessus (Varna),NA,NA,2nd/1st c. BC,2nd/1st c. BC,NA,NA,NA,αθήνωρ Ἀγαθήνορος χαῖρε,Ἀγαθήνωρ Ἀγαθήνορος χαῖρε
/text/168059?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,157,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 157,NA,NA,2,"below relief.1
","Εμη Ευπ̣[— — — θυγάτηρ, γυνὴ δὲ]
Νικίων̣[ος. χαῖρε].",Odessus (Varna),NA,NA,2nd/1st c. BC,2nd/1st c. BC,NA,NA,NA,Εμη Ευπ Νικίων,Εμη Ευπ θυγάτηρ γυνὴ δὲ Νικίωνος χαῖρε
/text/168060?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,158,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 158,NA,NA,3,"below relief.1

","Ἕλλην Ἑστια[ίου — — —]-
χης.
χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Ἕλλην Ἑστιαχης χαῖρε,Ἕλλην Ἑστιαίου χης χαῖρε
/text/168061?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,159,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 159,NA,NA,5,"below relief.1
2a

3
","Διονύσιος Πρωταγόρου
χαῖρε.
ἡ γυνὴ δὲ {υ}     αὐτοῦ Πο-
του Προταγόρου {²⁶Πρωταγόρου}²⁶ θυγάτηρ
χαίρεται.",Odessus (Varna),NA,NA,late 1st c. BC/early 1st c. AD?,late 1st c. BC/early 1st c. AD?,cf. IGBulg V 5044,NA,NA,Διονύσιος Πρωταγόρου χαῖρε ἡ γυνὴ δὲ υ αὐτοῦ Ποτου Προταγόρου θυγάτηρ χαίρεται,Διονύσιος Πρωταγόρου χαῖρε ἡ γυνὴ δὲ υ αὐτοῦ Ποτου Πρωταγόρου θυγάτηρ χαίρεται
/text/168062?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,160,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 160,NA,NA,2,"below relief.1
","Ἀρτεμίδωρος Νουμηνίου
κοῦρος ἥρως, ὑ̣μ̣νῳδὸς χαῖρε.",Odessus (Varna),NA,NA,cf. IGBulg V 5044; 5045,NA,NA,NA,NA,Ἀρτεμίδωρος Νουμηνίου κοῦρος ἥρως ὑμνῳδὸς χαῖρε,Ἀρτεμίδωρος Νουμηνίου κοῦρος ἥρως ὑμνῳδὸς χαῖρε
/text/168063?location=941&patt=&bookid=185&offset=209&count=14&bookid=185&location=941,IGBulg I²,161,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 161,NA,NA,1,above relief.1,Ἀγαθήνωρ Ἀπατουρίου νέος ἥρως.,Odessus (Varna),NA,NA,cf. IGBulg V 5044,NA,NA,NA,NA,Ἀγαθήνωρ Ἀπατουρίου νέος ἥρως,Ἀγαθήνωρ Ἀπατουρίου νέος ἥρως
/text/168064?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,161(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 161(2),NA,NA,1,above relief.1,[— — —]ων Κόνωνος ∙ ἥρω[ς].,Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,ων Κόνωνος ἥρω,ων Κόνωνος ἥρως
/text/168065?location=941&patt=&bookid=185&offset=224&count=2&bookid=185&location=941,IGBulg I²,162,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 162,NA,NA,7,"below relief.1



5

","Μ(ᾶρκον) Αὐρ(ήλιον) Σκοντιν
ἄρξαντα καὶ
ἀγορανομήσαν-
τα καὶ ἱερέα Φοίβου
ὁ υἱὸς Ζουραζ̣[ης] {²⁷Ζουραζ̣[ις](?)}²⁷
τὸν πατέρα μνή[μης]
χάριν̣.",Odessus (Varna),NA,NA,cf. IGBulg V 5046,NA,NA,NA,NA,Μ Αὐρ Σκοντιν ἄρξαντα καὶ ἀγορανομήσαντα καὶ ἱερέα Φοίβου ὁ υἱὸς Ζουραζ τὸν πατέρα μνή χάριν,Μᾶρκον Αὐρήλιον Σκοντιν ἄρξαντα καὶ ἀγορανομήσαντα καὶ ἱερέα Φοίβου ὁ υἱὸς Ζουραζις τὸν πατέρα μνήμης χάριν
/text/168066?location=941&patt=&bookid=185&offset=224&count=2&bookid=185&location=941,IGBulg I²,163,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 163,NA,NA,2,"above relief.1
","[— — — —] Χρυσογόνου
[— — — — —] χαῖρε.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA, Χρυσογόνου χαῖρε, Χρυσογόνου χαῖρε
/text/168067?location=941&patt=&bookid=185&bookid=185&location=941,IGBulg I²,163(2),"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 163(2),NA,NA,2,"above relief.1
","[Πρ]ο̣μαθίων καὶ Ἀπατούριος
οἱ Ποσειδωνίου.",Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,ομαθίων καὶ Ἀπατούριος οἱ Ποσειδωνίου,Προμαθίων καὶ Ἀπατούριος οἱ Ποσειδωνίου
/text/168068?location=941&patt=&bookid=185&offset=227&count=8&bookid=185&location=941,IGBulg I²,164,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 164,NA,NA,1,above relief.1,Διονύσιος Ἀντιφίλου ὁ καὶ Σκωρις.,Odessus (Varna),NA,NA,NA,NA,NA,NA,NA,Διονύσιος Ἀντιφίλου ὁ καὶ Σκωρις,Διονύσιος Ἀντιφίλου ὁ καὶ Σκωρις
/text/168069?location=941&patt=&bookid=185&offset=227&count=8&bookid=185&location=941,IGBulg I²,165,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 165,NA,NA,3,"above relief.1

below relief.3","Ἀγαθήνωρ Διονυσίου ζῶν καὶ φρονῶν κατε-
σκεύασεν τὸ ἔργον ἑα{εα}τῷ {²⁶ἑατῷ}²⁶ καὶ τῇ γυνεκὶ
ἑατοῦ Θηβαΐδι Ἕλληνος. χαῖρε.",Odessus (Varna),NA,NA,cf. IGBulg V 5047,NA,NA,NA,NA,Ἀγαθήνωρ Διονυσίου ζῶν καὶ φρονῶν κατεσκεύασεν τὸ ἔργον ἑαεατῷ καὶ τῇ γυνεκὶ ἑατοῦ Θηβαΐδι Ἕλληνος χαῖρε,Ἀγαθήνωρ Διονυσίου ζῶν καὶ φρονῶν κατεσκεύασεν τὸ ἔργον ἑατῷ καὶ τῇ γυνεκὶ ἑατοῦ Θηβαΐδι Ἕλληνος χαῖρε
/text/168070?location=941&patt=&bookid=185&offset=227&count=8&bookid=185&location=941,IGBulg I²,166,"Regions
Thrace and the Lower Danube (IG X)
Thrace and Moesia Inferior",IGBulg I² 166,NA,NA,2,"above relief.1
","Παρμενίων ∙ Αἰαντίδου καὶ ἡ γυνὴ αὐτοῦ Μαμα
Ἀντιπάτρου καὶ ἡ θυγάτηρ αὐτῶν Αννει χαίρετε.",Odessus (Varna),NA,NA,cf. IGBulg V 5047,NA,NA,NA,NA,Παρμενίων Αἰαντίδου καὶ ἡ γυνὴ αὐτοῦ Μαμα Ἀντιπάτρου καὶ ἡ θυγάτηρ αὐτῶν Αννει χαίρετε,Παρμενίων Αἰαντίδου καὶ ἡ γυνὴ αὐτοῦ Μαμα Ἀντιπάτρου καὶ ἡ θυγάτηρ αὐτῶν Αννει χαίρετε
